Age,workclass,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,class
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Self-emp-not-inc,*,(13-16),Married-civ-spouse,Stores,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Private,*,(9-12),Divorced,Services,Not-in-family,White,Male,-1500,0,*,North-America,<=50K
*,Private,*,(5-8),Married-civ-spouse,Services,Husband,Black,Male,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,(13-16),Married-civ-spouse,Stores,Wife,White,Female,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Self-emp-not-inc,*,(9-12),Married-civ-spouse,Stores,Husband,White,Male,-1500,0,*,North-America,>50K
*,Private,*,(13-16),Never-married,Other,Not-in-family,White,Female,12500-25000,0,*,North-America,>50K
*,Private,*,(13-16),Married-civ-spouse,Stores,Husband,White,Male,4500-7500,0,*,North-America,>50K
*,Private,*,(9-12),Married-civ-spouse,Stores,Husband,Black,Male,-1500,0,*,North-America,>50K
*,State-gov,*,(13-16),Married-civ-spouse,Other,Husband,Asian-Pac-Islander,Male,-1500,0,*,South-Asia,>50K
*,Private,*,(13-16),Never-married,Stores,Own-child,White,Female,-1500,0,*,North-America,<=50K
*,Private,*,(9-12),Never-married,Stores,Not-in-family,Black,Male,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Self-emp-not-inc,*,(9-12),Never-married,Other,Own-child,White,Male,-1500,0,*,North-America,<=50K
*,Private,*,(9-12),Never-married,Stores,Unmarried,White,Male,-1500,0,*,North-America,<=50K
*,Private,*,(5-8),Married-civ-spouse,Stores,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Self-emp-not-inc,*,(13-16),Divorced,Stores,Unmarried,White,Female,-1500,0,*,North-America,>50K
*,Private,*,(13-16),Married-civ-spouse,Other,Husband,White,Male,-1500,0,*,North-America,>50K
*,Private,*,(9-12),Separated,Services,Unmarried,Black,Female,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,(9-12),Divorced,Services,Unmarried,White,Female,-1500,0,*,North-America,<=50K
*,Local-gov,*,(13-16),Married-civ-spouse,Services,Husband,White,Male,-1500,0,*,North-America,>50K
*,Private,*,(9-12),Never-married,Services,Own-child,White,Male,-1500,0,*,North-America,<=50K
*,Private,*,(9-12),Divorced,Stores,Not-in-family,White,Male,-1500,0,*,North-America,<=50K
*,Private,*,(9-12),Married-civ-spouse,Services,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Local-gov,*,(9-12),Never-married,Government,Not-in-family,White,Male,-1500,0,*,North-America,<=50K
*,Private,*,(9-12),Never-married,Stores,Own-child,Black,Male,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,State-gov,*,(9-12),Married-civ-spouse,Services,Husband,Black,Male,-1500,0,*,North-America,<=50K
*,Private,*,(5-8),Never-married,Stores,Unmarried,White,Male,-1500,0,*,Middle-America,<=50K
*,Private,*,(9-12),Never-married,Stores,Own-child,White,Male,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Self-emp-not-inc,*,(9-12),Married-civ-spouse,Other,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Private,*,(5-8),Married-civ-spouse,Stores,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Self-emp-not-inc,*,(13-16),Married-civ-spouse,Other,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Private,*,(13-16),Married-civ-spouse,Services,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Private,*,(9-12),Separated,Stores,Unmarried,White,Female,-1500,0,*,North-America,<=50K
*,Private,*,(9-12),Never-married,Services,Not-in-family,White,Male,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Private,*,(9-12),Married-civ-spouse,Stores,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Private,*,(13-16),Divorced,Stores,Unmarried,White,Female,-1500,0,*,North-America,<=50K
*,State-gov,*,(9-12),Married-civ-spouse,Services,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Private,*,(9-12),Never-married,Other,Not-in-family,White,Male,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Federal-gov,*,(13-16),Divorced,Stores,Not-in-family,White,Male,-1500,0,*,North-America,>50K
*,Self-emp-inc,*,(9-12),Divorced,Stores,Not-in-family,White,Male,-1500,0,*,North-America,<=50K
*,Private,*,(9-12),Married-civ-spouse,Services,Husband,White,Male,-1500,0,*,North-America,>50K
*,Private,*,(1-4),Married-civ-spouse,Stores,Husband,White,Male,-1500,0,*,Middle-America,<=50K
*,Private,*,(9-12),Married-civ-spouse,Services,Husband,White,Male,-1500,0,*,Middle-America,<=50K
*,Private,*,(9-12),Married-civ-spouse,Stores,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Private,*,(9-12),Married-civ-spouse,Stores,Husband,White,Male,4500-7500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Private,*,(9-12),Married-civ-spouse,Other,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Private,*,(13-16),Married-civ-spouse,Other,Husband,White,Male,-1500,0,*,North-America,>50K
*,Private,*,(9-12),Divorced,Services,Not-in-family,White,Male,-1500,0,*,North-America,<=50K
