Age,workclass,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,class
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Self-employed,*,*,Married-civ-spouse,*,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Unknown/without,*,*,Divorced,*,Not-in-family,White,Male,-1500,0,*,North-America,<=50K
*,Unknown/without,*,*,Married-civ-spouse,*,Husband,Black,Male,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Unknown/without,*,*,Married-civ-spouse,*,Wife,White,Female,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Self-employed,*,*,Married-civ-spouse,*,Husband,White,Male,-1500,0,*,North-America,>50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Unknown/without,*,*,Married-civ-spouse,*,Husband,White,Male,4500-7500,0,*,North-America,>50K
*,Unknown/without,*,*,Married-civ-spouse,*,Husband,Black,Male,-1500,0,*,North-America,>50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
*,Unknown/without,*,*,Never-married,*,Own-child,White,Female,-1500,0,*,North-America,<=50K
*,Unknown/without,*,*,Never-married,*,Not-in-family,Black,Male,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Self-employed,*,*,Never-married,*,Own-child,White,Male,-1500,0,*,North-America,<=50K
*,Unknown/without,*,*,Never-married,*,Unmarried,White,Male,-1500,0,*,North-America,<=50K
*,Unknown/without,*,*,Married-civ-spouse,*,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Self-employed,*,*,Divorced,*,Unmarried,White,Female,-1500,0,*,North-America,>50K
*,Unknown/without,*,*,Married-civ-spouse,*,Husband,White,Male,-1500,0,*,North-America,>50K
*,Unknown/without,*,*,Separated,*,Unmarried,Black,Female,-1500,0,*,North-America,<=50K
*,Government,*,*,Married-civ-spouse,*,Husband,Black,Male,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Unknown/without,*,*,Divorced,*,Unmarried,White,Female,-1500,0,*,North-America,<=50K
*,Government,*,*,Married-civ-spouse,*,Husband,White,Male,-1500,0,*,North-America,>50K
*,Unknown/without,*,*,Never-married,*,Own-child,White,Male,-1500,0,*,North-America,<=50K
*,Unknown/without,*,*,Divorced,*,Not-in-family,White,Male,-1500,0,*,North-America,<=50K
*,Unknown/without,*,*,Married-civ-spouse,*,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Government,*,*,Never-married,*,Not-in-family,White,Male,-1500,0,*,North-America,<=50K
*,Unknown/without,*,*,Never-married,*,Own-child,Black,Male,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Government,*,*,Married-civ-spouse,*,Husband,Black,Male,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Unknown/without,*,*,Never-married,*,Own-child,White,Male,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,Self-employed,*,*,Married-civ-spouse,*,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Unknown/without,*,*,Married-civ-spouse,*,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Self-employed,*,*,Married-civ-spouse,*,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Unknown/without,*,*,Married-civ-spouse,*,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Unknown/without,*,*,Separated,*,Unmarried,White,Female,-1500,0,*,North-America,<=50K
*,Unknown/without,*,*,Never-married,*,Not-in-family,White,Male,-1500,0,*,North-America,<=50K
*,Government,*,*,Married-civ-spouse,*,Husband,Black,Male,-1500,0,*,North-America,>50K
*,Unknown/without,*,*,Married-civ-spouse,*,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Unknown/without,*,*,Divorced,*,Unmarried,White,Female,-1500,0,*,North-America,<=50K
*,Government,*,*,Married-civ-spouse,*,Husband,White,Male,-1500,0,*,North-America,<=50K
*,Unknown/without,*,*,Never-married,*,Not-in-family,White,Male,-1500,0,*,North-America,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,<=50K
*,*,*,*,*,*,*,*,*,*,*,*,*,>50K
